sales_id,order_id,product_id,price_per_unit,quantity_sales,total_price,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,city,state,product_type,product_name,size,colour,price,quantity_products,description
2801,560,590,"$100,00",2,"$200,00",11,"$41.952,00",5/28/2021,06/05/2021,Michaeline McIndrew,Agender,39,96 Daniel PlaceSuite 898,Georgeland,Northern Territory,Jacket,Bomber,XS,violet,"$90,00",75,"A violet coloured, XS sized, Bomber Jacket"
2802,561,1067,"$93,00",3,"$279,00",764,"$42.366,00",2/15/2021,3/13/2021,Brod Phifer,Polygender,32,05 Fahey CircleSuite 721,Hettingerfort,Western Australia,Trousers,Joggers,M,green,"$94,00",54,"A green coloured, M sized, Joggers Trousers"
2803,561,878,"$94,00",1,"$94,00",764,"$42.366,00",2/15/2021,3/13/2021,Brod Phifer,Polygender,32,05 Fahey CircleSuite 721,Hettingerfort,Western Australia,Trousers,Cords,L,red,"$113,00",53,"A red coloured, L sized, Cords Trousers"
2804,561,672,"$113,00",3,"$339,00",764,"$42.366,00",2/15/2021,3/13/2021,Brod Phifer,Polygender,32,05 Fahey CircleSuite 721,Hettingerfort,Western Australia,Jacket,Parka,M,orange,"$119,00",51,"A orange coloured, M sized, Parka Jacket"
2805,562,336,"$109,00",2,"$218,00",632,"$45.999,00",9/19/2021,10/03/2021,Darby Jeffries,Agender,55,704 Wright CourtApt. 223,South Anthonyburgh,Northern Territory,Shirt,Mandarin Collar,S,blue,"$108,00",44,"A blue coloured, S sized, Mandarin Collar Shirt"
2806,562,1216,"$105,00",2,"$210,00",632,"$45.999,00",9/19/2021,10/03/2021,Darby Jeffries,Agender,55,704 Wright CourtApt. 223,South Anthonyburgh,Northern Territory,Trousers,Pleated,S,indigo,"$90,00",41,"A indigo coloured, S sized, Pleated Trousers"
2807,562,375,"$94,00",3,"$282,00",632,"$45.999,00",9/19/2021,10/03/2021,Darby Jeffries,Agender,55,704 Wright CourtApt. 223,South Anthonyburgh,Northern Territory,Shirt,Henley,XS,indigo,"$92,00",58,"A indigo coloured, XS sized, Henley Shirt"
2808,562,628,"$112,00",3,"$336,00",632,"$45.999,00",9/19/2021,10/03/2021,Darby Jeffries,Agender,55,704 Wright CourtApt. 223,South Anthonyburgh,Northern Territory,Jacket,Cardigan,L,violet,"$118,00",66,"A violet coloured, L sized, Cardigan Jacket"
2809,562,210,"$106,00",3,"$318,00",632,"$45.999,00",9/19/2021,10/03/2021,Darby Jeffries,Agender,55,704 Wright CourtApt. 223,South Anthonyburgh,Northern Territory,Shirt,Chambray,XS,red,"$105,00",48,"A red coloured, XS sized, Chambray Shirt"
2810,563,798,"$91,00",1,"$91,00",611,"$56.965,00",07/04/2021,7/16/2021,Conny Chowne,Female,67,09 Christopher View RdApt. 739,West Hayleyhaven,New South Wales,Jacket,Pullover,L,indigo,"$114,00",50,"A indigo coloured, L sized, Pullover Jacket"
2811,563,1045,"$90,00",3,"$270,00",611,"$56.965,00",07/04/2021,7/16/2021,Conny Chowne,Female,67,09 Christopher View RdApt. 739,West Hayleyhaven,New South Wales,Trousers,Relaxed Leg,XS,violet,"$95,00",49,"A violet coloured, XS sized, Relaxed Leg Trousers"
2812,563,164,"$91,00",3,"$273,00",611,"$56.965,00",07/04/2021,7/16/2021,Conny Chowne,Female,67,09 Christopher View RdApt. 739,West Hayleyhaven,New South Wales,Shirt,Linen,XL,blue,"$116,00",47,"A blue coloured, XL sized, Linen Shirt"
2813,563,409,"$119,00",1,"$119,00",611,"$56.965,00",07/04/2021,7/16/2021,Conny Chowne,Female,67,09 Christopher View RdApt. 739,West Hayleyhaven,New South Wales,Shirt,Casual Slim Fit,XL,blue,"$113,00",68,"A blue coloured, XL sized, Casual Slim Fit Shirt"
2814,563,1005,"$106,00",2,"$212,00",611,"$56.965,00",07/04/2021,7/16/2021,Conny Chowne,Female,67,09 Christopher View RdApt. 739,West Hayleyhaven,New South Wales,Trousers,Wool,XS,indigo,"$111,00",43,"A indigo coloured, XS sized, Wool Trousers"
2815,563,930,"$96,00",1,"$96,00",611,"$56.965,00",07/04/2021,7/16/2021,Conny Chowne,Female,67,09 Christopher View RdApt. 739,West Hayleyhaven,New South Wales,Trousers,Drawstring,XS,blue,"$104,00",45,"A blue coloured, XS sized, Drawstring Trousers"
2816,563,522,"$102,00",2,"$204,00",611,"$56.965,00",07/04/2021,7/16/2021,Conny Chowne,Female,67,09 Christopher View RdApt. 739,West Hayleyhaven,New South Wales,Jacket,Windbreaker,M,violet,"$109,00",64,"A violet coloured, M sized, Windbreaker Jacket"
2817,564,991,"$106,00",1,"$106,00",583,"$16.074,00",8/23/2021,9/19/2021,Prissie Dumelow,Genderqueer,52,98 Ellie CircleSuite 311,Leomouth,Northern Territory,Trousers,Wool,S,yellow,"$111,00",69,"A yellow coloured, S sized, Wool Trousers"
2818,564,838,"$117,00",3,"$351,00",583,"$16.074,00",8/23/2021,9/19/2021,Prissie Dumelow,Genderqueer,52,98 Ellie CircleSuite 311,Leomouth,Northern Territory,Jacket,Shearling,L,violet,"$95,00",61,"A violet coloured, L sized, Shearling Jacket"
2819,564,908,"$94,00",2,"$188,00",583,"$16.074,00",8/23/2021,9/19/2021,Prissie Dumelow,Genderqueer,52,98 Ellie CircleSuite 311,Leomouth,Northern Territory,Trousers,Cords,L,violet,"$113,00",74,"A violet coloured, L sized, Cords Trousers"
2820,565,1100,"$115,00",1,"$115,00",442,"$34.458,00",2/25/2021,3/15/2021,Hobie Anfusso,Polygender,26,5157 Feil RoadApt. 633,Port Chloe,New South Wales,Trousers,Cropped,XS,green,"$99,00",48,"A green coloured, XS sized, Cropped Trousers"
2821,565,833,"$117,00",1,"$117,00",442,"$34.458,00",2/25/2021,3/15/2021,Hobie Anfusso,Polygender,26,5157 Feil RoadApt. 633,Port Chloe,New South Wales,Jacket,Shearling,L,indigo,"$95,00",66,"A indigo coloured, L sized, Shearling Jacket"
2822,565,831,"$117,00",2,"$234,00",442,"$34.458,00",2/25/2021,3/15/2021,Hobie Anfusso,Polygender,26,5157 Feil RoadApt. 633,Port Chloe,New South Wales,Jacket,Shearling,S,indigo,"$95,00",45,"A indigo coloured, S sized, Shearling Jacket"
2823,565,1244,"$112,00",1,"$112,00",442,"$34.458,00",2/25/2021,3/15/2021,Hobie Anfusso,Polygender,26,5157 Feil RoadApt. 633,Port Chloe,New South Wales,Trousers,Tracksuit Bottoms,XL,green,"$91,00",49,"A green coloured, XL sized, Tracksuit Bottoms Trousers"
2824,565,610,"$112,00",1,"$112,00",442,"$34.458,00",2/25/2021,3/15/2021,Hobie Anfusso,Polygender,26,5157 Feil RoadApt. 633,Port Chloe,New South Wales,Jacket,Cardigan,XS,green,"$118,00",40,"A green coloured, XS sized, Cardigan Jacket"
2825,566,44,"$104,00",1,"$104,00",614,"$21.778,00",7/24/2021,08/10/2021,Sherwynd Batsford,Polygender,45,627 Weber PassApt. 498,Samuelside,New South Wales,Shirt,Dress,XL,orange,"$119,00",78,"A orange coloured, XL sized, Dress Shirt"
2826,566,160,"$91,00",2,"$182,00",614,"$21.778,00",7/24/2021,08/10/2021,Sherwynd Batsford,Polygender,45,627 Weber PassApt. 498,Samuelside,New South Wales,Shirt,Linen,XS,blue,"$116,00",53,"A blue coloured, XS sized, Linen Shirt"
2827,566,4,"$96,00",3,"$288,00",614,"$21.778,00",7/24/2021,08/10/2021,Sherwynd Batsford,Polygender,45,627 Weber PassApt. 498,Samuelside,New South Wales,Shirt,Oxford Cloth,XL,red,"$114,00",47,"A red coloured, XL sized, Oxford Cloth Shirt"
2828,566,754,"$109,00",2,"$218,00",614,"$21.778,00",7/24/2021,08/10/2021,Sherwynd Batsford,Polygender,45,627 Weber PassApt. 498,Samuelside,New South Wales,Jacket,Peacoat,XL,green,"$102,00",68,"A green coloured, XL sized, Peacoat Jacket"
2829,567,1234,"$112,00",1,"$112,00",104,"$25.661,00",6/21/2021,6/23/2021,Nanny Franey,Agender,73,9268 Swift SummitSuite 218,Joelland,Australian Capital Territory,Trousers,Tracksuit Bottoms,XL,orange,"$91,00",42,"A orange coloured, XL sized, Tracksuit Bottoms Trousers"
2830,567,556,"$98,00",1,"$98,00",104,"$25.661,00",6/21/2021,6/23/2021,Nanny Franey,Agender,73,9268 Swift SummitSuite 218,Joelland,Australian Capital Territory,Jacket,Leather,S,violet,"$113,00",65,"A violet coloured, S sized, Leather Jacket"
2831,567,1236,"$112,00",1,"$112,00",104,"$25.661,00",6/21/2021,6/23/2021,Nanny Franey,Agender,73,9268 Swift SummitSuite 218,Joelland,Australian Capital Territory,Trousers,Tracksuit Bottoms,S,yellow,"$91,00",49,"A yellow coloured, S sized, Tracksuit Bottoms Trousers"
2832,567,827,"$117,00",1,"$117,00",104,"$25.661,00",6/21/2021,6/23/2021,Nanny Franey,Agender,73,9268 Swift SummitSuite 218,Joelland,Australian Capital Territory,Jacket,Shearling,M,blue,"$95,00",73,"A blue coloured, M sized, Shearling Jacket"
2833,567,3,"$96,00",2,"$192,00",104,"$25.661,00",6/21/2021,6/23/2021,Nanny Franey,Agender,73,9268 Swift SummitSuite 218,Joelland,Australian Capital Territory,Shirt,Oxford Cloth,L,red,"$114,00",69,"A red coloured, L sized, Oxford Cloth Shirt"
2834,567,778,"$91,00",1,"$91,00",104,"$25.661,00",6/21/2021,6/23/2021,Nanny Franey,Agender,73,9268 Swift SummitSuite 218,Joelland,Australian Capital Territory,Jacket,Pullover,L,orange,"$114,00",56,"A orange coloured, L sized, Pullover Jacket"
2835,567,953,"$97,00",1,"$97,00",104,"$25.661,00",6/21/2021,6/23/2021,Nanny Franey,Agender,73,9268 Swift SummitSuite 218,Joelland,Australian Capital Territory,Trousers,Slim-Fit,L,orange,"$119,00",66,"A orange coloured, L sized, Slim-Fit Trousers"
2836,568,824,"$117,00",2,"$234,00",783,"$49.427,00",01/09/2021,1/22/2021,Gusty Smallacombe,Female,49,49 Lily RidgeSuite 143,North Avabury,South Australia,Jacket,Shearling,XL,green,"$95,00",51,"A green coloured, XL sized, Shearling Jacket"
2837,568,989,"$106,00",2,"$212,00",783,"$49.427,00",01/09/2021,1/22/2021,Gusty Smallacombe,Female,49,49 Lily RidgeSuite 143,North Avabury,South Australia,Trousers,Wool,XL,orange,"$111,00",56,"A orange coloured, XL sized, Wool Trousers"
2838,568,366,"$94,00",1,"$94,00",783,"$49.427,00",01/09/2021,1/22/2021,Gusty Smallacombe,Female,49,49 Lily RidgeSuite 143,North Avabury,South Australia,Shirt,Henley,S,green,"$92,00",68,"A green coloured, S sized, Henley Shirt"
2839,568,596,"$112,00",3,"$336,00",783,"$49.427,00",01/09/2021,1/22/2021,Gusty Smallacombe,Female,49,49 Lily RidgeSuite 143,North Avabury,South Australia,Jacket,Cardigan,S,red,"$118,00",47,"A red coloured, S sized, Cardigan Jacket"
2840,569,194,"$98,00",3,"$294,00",757,"$16.594,00",3/16/2021,04/06/2021,Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,East Xavier,New South Wales,Shirt,Camp Collared,XL,green,"$112,00",61,"A green coloured, XL sized, Camp Collared Shirt"
2841,569,688,"$113,00",3,"$339,00",757,"$16.594,00",3/16/2021,04/06/2021,Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,East Xavier,New South Wales,Jacket,Parka,L,blue,"$119,00",61,"A blue coloured, L sized, Parka Jacket"
2842,569,548,"$98,00",1,"$98,00",757,"$16.594,00",3/16/2021,04/06/2021,Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,East Xavier,New South Wales,Jacket,Leather,L,blue,"$113,00",62,"A blue coloured, L sized, Leather Jacket"
2843,569,1240,"$112,00",2,"$224,00",757,"$16.594,00",3/16/2021,04/06/2021,Taffy Quimby,Non-binary,31,1033 Botsford Estate DrSuite 236,East Xavier,New South Wales,Trousers,Tracksuit Bottoms,XS,green,"$91,00",69,"A green coloured, XS sized, Tracksuit Bottoms Trousers"
2844,570,451,"$107,00",1,"$107,00",81,"$19.171,00",03/09/2021,3/14/2021,Lanny Wardale,Female,30,4870 Jackson SummitApt. 538,Spencerborough,Western Australia,Jacket,Denim,S,violet,"$92,00",73,"A violet coloured, S sized, Denim Jacket"
2845,570,111,"$92,00",2,"$184,00",81,"$19.171,00",03/09/2021,3/14/2021,Lanny Wardale,Female,30,4870 Jackson SummitApt. 538,Spencerborough,Western Australia,Shirt,Denim,S,orange,"$115,00",69,"A orange coloured, S sized, Denim Shirt"
2846,570,125,"$92,00",2,"$184,00",81,"$19.171,00",03/09/2021,3/14/2021,Lanny Wardale,Female,30,4870 Jackson SummitApt. 538,Spencerborough,Western Australia,Shirt,Denim,XS,blue,"$115,00",76,"A blue coloured, XS sized, Denim Shirt"
2847,570,554,"$98,00",1,"$98,00",81,"$19.171,00",03/09/2021,3/14/2021,Lanny Wardale,Female,30,4870 Jackson SummitApt. 538,Spencerborough,Western Australia,Jacket,Leather,XL,indigo,"$113,00",52,"A indigo coloured, XL sized, Leather Jacket"
2848,570,23,"$96,00",3,"$288,00",81,"$19.171,00",03/09/2021,3/14/2021,Lanny Wardale,Female,30,4870 Jackson SummitApt. 538,Spencerborough,Western Australia,Shirt,Oxford Cloth,L,blue,"$114,00",59,"A blue coloured, L sized, Oxford Cloth Shirt"
2849,570,457,"$118,00",1,"$118,00",81,"$19.171,00",03/09/2021,3/14/2021,Lanny Wardale,Female,30,4870 Jackson SummitApt. 538,Spencerborough,Western Australia,Jacket,Puffer,M,red,"$110,00",62,"A red coloured, M sized, Puffer Jacket"
2850,570,1236,"$112,00",3,"$336,00",81,"$19.171,00",03/09/2021,3/14/2021,Lanny Wardale,Female,30,4870 Jackson SummitApt. 538,Spencerborough,Western Australia,Trousers,Tracksuit Bottoms,S,yellow,"$91,00",49,"A yellow coloured, S sized, Tracksuit Bottoms Trousers"
2851,570,797,"$91,00",3,"$273,00",81,"$19.171,00",03/09/2021,3/14/2021,Lanny Wardale,Female,30,4870 Jackson SummitApt. 538,Spencerborough,Western Australia,Jacket,Pullover,M,indigo,"$114,00",72,"A indigo coloured, M sized, Pullover Jacket"
2852,571,509,"$102,00",3,"$306,00",472,"$23.645,00",02/02/2021,02/10/2021,Hal Saker,Male,57,64 Aiden View RdSuite 085,Parisianmouth,Queensland,Jacket,Windbreaker,XL,green,"$109,00",71,"A green coloured, XL sized, Windbreaker Jacket"
2853,571,1082,"$93,00",2,"$186,00",472,"$23.645,00",02/02/2021,02/10/2021,Hal Saker,Male,57,64 Aiden View RdSuite 085,Parisianmouth,Queensland,Trousers,Joggers,M,violet,"$94,00",72,"A violet coloured, M sized, Joggers Trousers"
2854,571,845,"$113,00",2,"$226,00",472,"$23.645,00",02/02/2021,02/10/2021,Hal Saker,Male,57,64 Aiden View RdSuite 085,Parisianmouth,Queensland,Trousers,Chinos,XS,orange,"$100,00",53,"A orange coloured, XS sized, Chinos Trousers"
2855,571,299,"$105,00",3,"$315,00",472,"$23.645,00",02/02/2021,02/10/2021,Hal Saker,Male,57,64 Aiden View RdSuite 085,Parisianmouth,Queensland,Shirt,Cuban Collar,XL,green,"$93,00",60,"A green coloured, XL sized, Cuban Collar Shirt"
2856,571,417,"$119,00",3,"$357,00",472,"$23.645,00",02/02/2021,02/10/2021,Hal Saker,Male,57,64 Aiden View RdSuite 085,Parisianmouth,Queensland,Shirt,Casual Slim Fit,M,violet,"$113,00",46,"A violet coloured, M sized, Casual Slim Fit Shirt"
2857,571,633,"$93,00",1,"$93,00",472,"$23.645,00",02/02/2021,02/10/2021,Hal Saker,Male,57,64 Aiden View RdSuite 085,Parisianmouth,Queensland,Jacket,Coach,L,red,"$115,00",80,"A red coloured, L sized, Coach Jacket"
2858,572,240,"$106,00",2,"$212,00",479,"$34.112,00",01/01/2021,01/06/2021,Dunc Swynley,Genderqueer,20,621 Eve View RdApt. 900,Mullerberg,Western Australia,Shirt,Chambray,XS,violet,"$105,00",47,"A violet coloured, XS sized, Chambray Shirt"
2859,572,906,"$94,00",2,"$188,00",479,"$34.112,00",01/01/2021,01/06/2021,Dunc Swynley,Genderqueer,20,621 Eve View RdApt. 900,Mullerberg,Western Australia,Trousers,Cords,S,violet,"$113,00",65,"A violet coloured, S sized, Cords Trousers"
2860,572,316,"$109,00",3,"$327,00",479,"$34.112,00",01/01/2021,01/06/2021,Dunc Swynley,Genderqueer,20,621 Eve View RdApt. 900,Mullerberg,Western Australia,Shirt,Mandarin Collar,S,red,"$108,00",48,"A red coloured, S sized, Mandarin Collar Shirt"
2861,572,90,"$118,00",3,"$354,00",479,"$34.112,00",01/01/2021,01/06/2021,Dunc Swynley,Genderqueer,20,621 Eve View RdApt. 900,Mullerberg,Western Australia,Shirt,Flannel,XS,blue,"$96,00",62,"A blue coloured, XS sized, Flannel Shirt"
2862,573,749,"$109,00",2,"$218,00",736,"$40.227,00",01/02/2021,01/09/2021,Delia Mably,Female,55,18 Eve LaneApt. 011,Doylebury,Victoria,Jacket,Peacoat,XL,yellow,"$102,00",53,"A yellow coloured, XL sized, Peacoat Jacket"
2863,573,312,"$105,00",3,"$315,00",736,"$40.227,00",01/02/2021,01/09/2021,Delia Mably,Female,55,18 Eve LaneApt. 011,Doylebury,Victoria,Shirt,Cuban Collar,M,violet,"$93,00",67,"A violet coloured, M sized, Cuban Collar Shirt"
2864,573,138,"$92,00",1,"$92,00",736,"$40.227,00",01/02/2021,01/09/2021,Delia Mably,Female,55,18 Eve LaneApt. 011,Doylebury,Victoria,Shirt,Denim,L,violet,"$115,00",78,"A violet coloured, L sized, Denim Shirt"
2865,574,1095,"$115,00",3,"$345,00",434,"$44.975,00",6/21/2021,07/03/2021,Marci Borrett,Agender,20,53 Lucy CrescentSuite 222,West Amber,Western Australia,Trousers,Cropped,XS,yellow,"$99,00",41,"A yellow coloured, XS sized, Cropped Trousers"
2866,574,1038,"$90,00",1,"$90,00",434,"$44.975,00",6/21/2021,07/03/2021,Marci Borrett,Agender,20,53 Lucy CrescentSuite 222,West Amber,Western Australia,Trousers,Relaxed Leg,L,blue,"$95,00",61,"A blue coloured, L sized, Relaxed Leg Trousers"
2867,574,195,"$98,00",1,"$98,00",434,"$44.975,00",6/21/2021,07/03/2021,Marci Borrett,Agender,20,53 Lucy CrescentSuite 222,West Amber,Western Australia,Shirt,Camp Collared,XS,blue,"$112,00",47,"A blue coloured, XS sized, Camp Collared Shirt"
2868,575,753,"$109,00",1,"$109,00",54,"$27.420,00",8/14/2021,8/16/2021,Tore Caras,Genderqueer,62,2912 Adams JunctionSuite 740,West Alyssa,Queensland,Jacket,Peacoat,L,green,"$102,00",73,"A green coloured, L sized, Peacoat Jacket"
2869,575,793,"$91,00",2,"$182,00",54,"$27.420,00",8/14/2021,8/16/2021,Tore Caras,Genderqueer,62,2912 Adams JunctionSuite 740,West Alyssa,Queensland,Jacket,Pullover,L,blue,"$114,00",66,"A blue coloured, L sized, Pullover Jacket"
2870,575,78,"$118,00",3,"$354,00",54,"$27.420,00",8/14/2021,8/16/2021,Tore Caras,Genderqueer,62,2912 Adams JunctionSuite 740,West Alyssa,Queensland,Shirt,Flannel,L,orange,"$96,00",59,"A orange coloured, L sized, Flannel Shirt"
2871,575,537,"$98,00",2,"$196,00",54,"$27.420,00",8/14/2021,8/16/2021,Tore Caras,Genderqueer,62,2912 Adams JunctionSuite 740,West Alyssa,Queensland,Jacket,Leather,M,yellow,"$113,00",77,"A yellow coloured, M sized, Leather Jacket"
2872,576,1073,"$93,00",1,"$93,00",218,"$12.261,00",4/26/2021,05/05/2021,Worthington Knapton,Non-binary,78,88 Walsh WaySuite 074,Lake Lucas,Queensland,Trousers,Joggers,L,blue,"$94,00",75,"A blue coloured, L sized, Joggers Trousers"
2873,576,605,"$112,00",3,"$336,00",218,"$12.261,00",4/26/2021,05/05/2021,Worthington Knapton,Non-binary,78,88 Walsh WaySuite 074,Lake Lucas,Queensland,Jacket,Cardigan,XS,yellow,"$118,00",46,"A yellow coloured, XS sized, Cardigan Jacket"
2874,576,968,"$97,00",2,"$194,00",218,"$12.261,00",4/26/2021,05/05/2021,Worthington Knapton,Non-binary,78,88 Walsh WaySuite 074,Lake Lucas,Queensland,Trousers,Slim-Fit,L,blue,"$119,00",49,"A blue coloured, L sized, Slim-Fit Trousers"
2875,576,748,"$109,00",3,"$327,00",218,"$12.261,00",4/26/2021,05/05/2021,Worthington Knapton,Non-binary,78,88 Walsh WaySuite 074,Lake Lucas,Queensland,Jacket,Peacoat,L,yellow,"$102,00",63,"A yellow coloured, L sized, Peacoat Jacket"
2876,576,395,"$119,00",1,"$119,00",218,"$12.261,00",4/26/2021,05/05/2021,Worthington Knapton,Non-binary,78,88 Walsh WaySuite 074,Lake Lucas,Queensland,Shirt,Casual Slim Fit,XS,yellow,"$113,00",63,"A yellow coloured, XS sized, Casual Slim Fit Shirt"
2877,577,778,"$91,00",3,"$273,00",840,"$29.313,00",2/20/2021,03/12/2021,Ellene Dedam,Agender,25,86 Crooks CrescentSuite 269,Islamouth,Western Australia,Jacket,Pullover,L,orange,"$114,00",56,"A orange coloured, L sized, Pullover Jacket"
2878,577,1249,"$112,00",2,"$224,00",840,"$29.313,00",2/20/2021,03/12/2021,Ellene Dedam,Agender,25,86 Crooks CrescentSuite 269,Islamouth,Western Australia,Trousers,Tracksuit Bottoms,XL,blue,"$91,00",68,"A blue coloured, XL sized, Tracksuit Bottoms Trousers"
2879,577,372,"$94,00",2,"$188,00",840,"$29.313,00",2/20/2021,03/12/2021,Ellene Dedam,Agender,25,86 Crooks CrescentSuite 269,Islamouth,Western Australia,Shirt,Henley,M,blue,"$92,00",42,"A blue coloured, M sized, Henley Shirt"
2880,577,1056,"$93,00",3,"$279,00",840,"$29.313,00",2/20/2021,03/12/2021,Ellene Dedam,Agender,25,86 Crooks CrescentSuite 269,Islamouth,Western Australia,Trousers,Joggers,S,orange,"$94,00",43,"A orange coloured, S sized, Joggers Trousers"
2881,577,1077,"$93,00",3,"$279,00",840,"$29.313,00",2/20/2021,03/12/2021,Ellene Dedam,Agender,25,86 Crooks CrescentSuite 269,Islamouth,Western Australia,Trousers,Joggers,M,indigo,"$94,00",66,"A indigo coloured, M sized, Joggers Trousers"
2882,577,203,"$98,00",3,"$294,00",840,"$29.313,00",2/20/2021,03/12/2021,Ellene Dedam,Agender,25,86 Crooks CrescentSuite 269,Islamouth,Western Australia,Shirt,Camp Collared,L,indigo,"$112,00",72,"A indigo coloured, L sized, Camp Collared Shirt"
2883,577,761,"$109,00",2,"$218,00",840,"$29.313,00",2/20/2021,03/12/2021,Ellene Dedam,Agender,25,86 Crooks CrescentSuite 269,Islamouth,Western Australia,Jacket,Peacoat,S,indigo,"$102,00",49,"A indigo coloured, S sized, Peacoat Jacket"
2884,578,478,"$118,00",2,"$236,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Jacket,Puffer,L,blue,"$110,00",48,"A blue coloured, L sized, Puffer Jacket"
2885,578,442,"$107,00",2,"$214,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Jacket,Denim,M,blue,"$92,00",61,"A blue coloured, M sized, Denim Jacket"
2886,578,987,"$106,00",1,"$106,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Trousers,Wool,M,orange,"$111,00",75,"A orange coloured, M sized, Wool Trousers"
2887,578,115,"$92,00",2,"$184,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Shirt,Denim,XS,yellow,"$115,00",54,"A yellow coloured, XS sized, Denim Shirt"
2888,578,904,"$94,00",1,"$94,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Trousers,Cords,XL,indigo,"$113,00",70,"A indigo coloured, XL sized, Cords Trousers"
2889,578,1072,"$93,00",2,"$186,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Trousers,Joggers,M,blue,"$94,00",78,"A blue coloured, M sized, Joggers Trousers"
2890,578,784,"$91,00",3,"$273,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Jacket,Pullover,XL,yellow,"$114,00",67,"A yellow coloured, XL sized, Pullover Jacket"
2891,578,797,"$91,00",1,"$91,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Jacket,Pullover,M,indigo,"$114,00",72,"A indigo coloured, M sized, Pullover Jacket"
2892,578,1127,"$102,00",1,"$102,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Trousers,Cargo Pants,M,orange,"$106,00",51,"A orange coloured, M sized, Cargo Pants Trousers"
2893,578,892,"$94,00",3,"$282,00",926,"$44.312,00",05/09/2021,05/12/2021,Vittorio Rosenstengel,Genderqueer,68,5855 Isaac RunApt. 434,East Jasper,Northern Territory,Trousers,Cords,M,green,"$113,00",76,"A green coloured, M sized, Cords Trousers"
2894,579,222,"$106,00",2,"$212,00",501,"$15.623,00",3/28/2021,4/20/2021,Archibaldo Taffurelli,Genderqueer,73,457 Evans View RdApt. 385,Kiehnchester,Tasmania,Shirt,Chambray,M,yellow,"$105,00",62,"A yellow coloured, M sized, Chambray Shirt"
2895,579,989,"$106,00",2,"$212,00",501,"$15.623,00",3/28/2021,4/20/2021,Archibaldo Taffurelli,Genderqueer,73,457 Evans View RdApt. 385,Kiehnchester,Tasmania,Trousers,Wool,XL,orange,"$111,00",56,"A orange coloured, XL sized, Wool Trousers"
2896,579,477,"$118,00",1,"$118,00",501,"$15.623,00",3/28/2021,4/20/2021,Archibaldo Taffurelli,Genderqueer,73,457 Evans View RdApt. 385,Kiehnchester,Tasmania,Jacket,Puffer,M,blue,"$110,00",60,"A blue coloured, M sized, Puffer Jacket"
2897,579,1064,"$93,00",1,"$93,00",501,"$15.623,00",3/28/2021,4/20/2021,Archibaldo Taffurelli,Genderqueer,73,457 Evans View RdApt. 385,Kiehnchester,Tasmania,Trousers,Joggers,XL,yellow,"$94,00",69,"A yellow coloured, XL sized, Joggers Trousers"
2898,579,37,"$104,00",1,"$104,00",501,"$15.623,00",3/28/2021,4/20/2021,Archibaldo Taffurelli,Genderqueer,73,457 Evans View RdApt. 385,Kiehnchester,Tasmania,Shirt,Dress,M,red,"$119,00",57,"A red coloured, M sized, Dress Shirt"
2899,579,434,"$107,00",1,"$107,00",501,"$15.623,00",3/28/2021,4/20/2021,Archibaldo Taffurelli,Genderqueer,73,457 Evans View RdApt. 385,Kiehnchester,Tasmania,Jacket,Denim,XL,yellow,"$92,00",56,"A yellow coloured, XL sized, Denim Jacket"
2900,580,433,"$107,00",2,"$214,00",171,"$26.947,00",4/30/2021,05/09/2021,Mariellen Medendorp,Agender,80,16 Boyer WaySuite 018,South Gabriel,Western Australia,Jacket,Denim,L,yellow,"$92,00",44,"A yellow coloured, L sized, Denim Jacket"
2901,580,37,"$104,00",2,"$208,00",171,"$26.947,00",4/30/2021,05/09/2021,Mariellen Medendorp,Agender,80,16 Boyer WaySuite 018,South Gabriel,Western Australia,Shirt,Dress,M,red,"$119,00",57,"A red coloured, M sized, Dress Shirt"
